Gene stable ID	Protein stable ID version
ENSG00000187741	ENSP00000456608.1
ENSG00000187741	
ENSG00000187741	ENSP00000512523.1
ENSG00000187741	ENSP00000454977.2
ENSG00000187741	ENSP00000512517.1
ENSG00000187741	ENSP00000512524.1
ENSG00000187741	ENSP00000455969.1
ENSG00000187741	ENSP00000512530.1
ENSG00000187741	ENSP00000457006.1
ENSG00000187741	ENSP00000456481.1
ENSG00000187741	ENSP00000455974.1
ENSG00000187741	ENSP00000454217.1
ENSG00000187741	ENSP00000456588.1
ENSG00000187741	ENSP00000456993.1
ENSG00000187741	ENSP00000457970.1
ENSG00000187741	ENSP00000457027.2
ENSG00000187741	ENSP00000512518.1
ENSG00000187741	ENSP00000512531.1
ENSG00000187741	ENSP00000456762.2
ENSG00000187741	ENSP00000457647.1
ENSG00000187741	ENSP00000512525.1
ENSG00000187741	ENSP00000512532.1
ENSG00000187741	ENSP00000512533.1
ENSG00000187741	ENSP00000512534.1
ENSG00000187741	ENSP00000373953.3
ENSG00000187741	ENSP00000456443.1
ENSG00000187741	ENSP00000443675.1
ENSG00000187741	ENSP00000443409.1
ENSG00000187741	ENSP00000456722.1
ENSG00000187741	ENSP00000512535.1
ENSG00000187741	ENSP00000455946.1
ENSG00000187741	ENSP00000455941.1
ENSG00000234311	
ENSG00000304565	
ENSG00000223761	
ENSG00000272772	ENSP00000430774.2
ENSG00000276850	
ENSG00000273345	
ENSG00000273345	ENSP00000515260.1
ENSG00000273345	ENSP00000515258.1
ENSG00000200456	
ENSG00000225443	
ENSG00000288710	ENSP00000506939.1
ENSG00000288710	ENSP00000435714.2
ENSG00000015520	ENSP00000289547.4
ENSG00000015520	ENSP00000370552.3
ENSG00000015520	ENSP00000438033.1
ENSG00000015520	ENSP00000404670.1
ENSG00000289088	
ENSG00000167548	ENSP00000506726.1
ENSG00000167548	ENSP00000509037.1
ENSG00000167548	ENSP00000509185.1
ENSG00000167548	ENSP00000301067.7
ENSG00000167548	
ENSG00000167548	ENSP00000507433.1
ENSG00000167548	ENSP00000509386.1
ENSG00000167548	ENSP00000509666.1
ENSG00000167548	ENSP00000510146.1
ENSG00000167548	ENSP00000510624.1
ENSG00000167548	ENSP00000509842.1
ENSG00000167548	ENSP00000508906.1
ENSG00000167548	ENSP00000509290.1
ENSG00000167548	ENSP00000509196.1
ENSG00000167548	ENSP00000508893.1
ENSG00000167548	ENSP00000508613.1
ENSG00000167548	ENSP00000508640.1
ENSG00000167548	ENSP00000508711.1
ENSG00000167548	ENSP00000510037.1
ENSG00000167548	ENSP00000509839.1
ENSG00000167548	ENSP00000508812.1
ENSG00000167548	ENSP00000509018.1
ENSG00000167548	ENSP00000497218.2
ENSG00000167548	ENSP00000510007.1
ENSG00000167548	ENSP00000509151.1
ENSG00000167548	ENSP00000508680.1
ENSG00000259659	
ENSG00000206957	
ENSG00000276121	
ENSG00000206077	ENSP00000505988.1
ENSG00000206077	ENSP00000442373.2
ENSG00000206077	
ENSG00000206077	ENSP00000498273.1
ENSG00000206077	ENSP00000499203.1
ENSG00000206077	ENSP00000498706.1
ENSG00000259187	
ENSG00000238845	
ENSG00000290782	
ENSG00000103855	ENSP00000455366.1
ENSG00000103855	ENSP00000441087.2
ENSG00000103855	ENSP00000320058.5
ENSG00000103855	ENSP00000453907.1
ENSG00000103855	ENSP00000452649.2
ENSG00000103855	ENSP00000320084.5
ENSG00000103855	ENSP00000452736.1
ENSG00000103855	ENSP00000454258.1
ENSG00000103855	ENSP00000453330.1
ENSG00000103855	ENSP00000452905.1
ENSG00000103855	ENSP00000453336.1
ENSG00000103855	ENSP00000456657.1
ENSG00000103855	ENSP00000452669.1
ENSG00000103855	ENSP00000454940.1
ENSG00000103855	ENSP00000453014.1
ENSG00000103855	
ENSG00000103855	ENSP00000453842.1
ENSG00000304597	
ENSG00000287016	
ENSG00000304609	
ENSG00000196566	
ENSG00000304615	
ENSG00000228426	
ENSG00000288930	
ENSG00000304625	
ENSG00000290898	
ENSG00000011376	ENSP00000498867.1
ENSG00000011376	ENSP00000412893.1
ENSG00000011376	ENSP00000265537.4
ENSG00000011376	
ENSG00000011376	ENSP00000499002.1
ENSG00000011376	ENSP00000495093.1
ENSG00000011376	ENSP00000499104.1
ENSG00000011376	ENSP00000401388.1
ENSG00000011376	ENSP00000495707.1
ENSG00000011376	ENSP00000494606.1
ENSG00000250749	
ENSG00000254348	
ENSG00000161055	
ENSG00000161055	ENSP00000292641.3
ENSG00000130193	ENSP00000338607.3
ENSG00000130193	ENSP00000427970.1
ENSG00000130193	
ENSG00000304640	
ENSG00000131238	ENSP00000493153.1
ENSG00000131238	ENSP00000493146.1
ENSG00000131238	ENSP00000434007.1
ENSG00000131238	ENSP00000493369.1
ENSG00000131238	ENSP00000431655.1
ENSG00000131238	ENSP00000394863.4
ENSG00000131238	ENSP00000493128.1
ENSG00000131238	ENSP00000403207.2
ENSG00000131238	
ENSG00000131238	ENSP00000492910.1
ENSG00000131238	ENSP00000392293.2
ENSG00000131238	ENSP00000432053.1
ENSG00000131238	ENSP00000493359.1
ENSG00000131238	ENSP00000493063.1
ENSG00000131238	ENSP00000436695.3
ENSG00000131238	ENSP00000361865.5
ENSG00000131238	ENSP00000436481.2
ENSG00000131238	ENSP00000492984.1
ENSG00000237036	
ENSG00000125637	
ENSG00000125637	ENSP00000245796.6
ENSG00000125637	ENSP00000413997.2
ENSG00000125637	ENSP00000386373.1
ENSG00000125637	ENSP00000386606.1
ENSG00000037280	ENSP00000261937.6
ENSG00000037280	
ENSG00000037280	ENSP00000377016.3
ENSG00000037280	ENSP00000426057.1
ENSG00000037280	ENSP00000481134.1
ENSG00000037280	ENSP00000421535.1
ENSG00000164929	ENSP00000312457.5
ENSG00000164929	ENSP00000395024.2
ENSG00000164929	ENSP00000297574.6
ENSG00000164929	ENSP00000302559.6
ENSG00000164929	ENSP00000331579.5
ENSG00000164929	
ENSG00000274461	
ENSG00000111834	ENSP00000229554.5
ENSG00000111834	ENSP00000357570.4
ENSG00000111834	ENSP00000357569.4
ENSG00000253949	
ENSG00000304659	
ENSG00000172164	ENSP00000378965.3
ENSG00000172164	ENSP00000497707.1
ENSG00000172164	ENSP00000431124.1
ENSG00000172164	
ENSG00000172164	ENSP00000429292.1
ENSG00000227165	
ENSG00000153975	
ENSG00000153975	ENSP00000357565.3
ENSG00000153975	ENSP00000357562.1
ENSG00000196911	ENSP00000396791.2
ENSG00000196911	ENSP00000513403.1
ENSG00000196911	ENSP00000513404.1
ENSG00000196911	ENSP00000348704.1
ENSG00000196911	ENSP00000357552.1
ENSG00000196911	ENSP00000513405.1
ENSG00000196911	ENSP00000513406.1
ENSG00000240163	
ENSG00000304692	
ENSG00000136271	ENSP00000402989.1
ENSG00000136271	ENSP00000258772.5
ENSG00000136271	ENSP00000392139.1
ENSG00000136271	
ENSG00000136271	ENSP00000411456.1
ENSG00000136271	ENSP00000393488.1
ENSG00000136271	ENSP00000390553.1
ENSG00000136271	ENSP00000388310.1
ENSG00000304715	
ENSG00000273721	
ENSG00000304739	
ENSG00000128915	ENSP00000261520.4
ENSG00000128915	ENSP00000453593.1
ENSG00000128915	
ENSG00000128915	ENSP00000454162.1
ENSG00000128915	ENSP00000452714.1
ENSG00000128915	ENSP00000453820.1
ENSG00000128915	ENSP00000452713.1
ENSG00000128915	ENSP00000453303.1
ENSG00000128915	ENSP00000453041.1
ENSG00000128915	ENSP00000453783.1
ENSG00000128915	ENSP00000452618.1
ENSG00000304740	
ENSG00000304757	
ENSG00000304763	
ENSG00000304764	
ENSG00000304766	
ENSG00000304778	
ENSG00000304783	
ENSG00000304797	
ENSG00000304798	
ENSG00000304813	
ENSG00000304819	
ENSG00000304831	
ENSG00000304836	
ENSG00000231292	ENSP00000474395.1
ENSG00000286958	
ENSG00000272563	
ENSG00000304847	
ENSG00000047249	ENSP00000347359.3
ENSG00000047249	
ENSG00000047249	ENSP00000429947.1
ENSG00000047249	ENSP00000352522.2
ENSG00000047249	ENSP00000379995.2
ENSG00000047249	ENSP00000428255.1
ENSG00000047249	ENSP00000428625.1
ENSG00000047249	ENSP00000428969.1
ENSG00000047249	ENSP00000429786.1
ENSG00000047249	ENSP00000427835.1
ENSG00000304858	
ENSG00000143947	ENSP00000383981.3
ENSG00000143947	ENSP00000408482.1
ENSG00000143947	ENSP00000385659.1
ENSG00000143947	
ENSG00000143947	ENSP00000272317.6
ENSG00000304870	
ENSG00000285540	
ENSG00000304934	
ENSG00000225484	
ENSG00000274777	
ENSG00000276071	
ENSG00000204422	
ENSG00000189042	
ENSG00000189042	ENSP00000507048.1
ENSG00000189042	ENSP00000441838.1
ENSG00000189042	ENSP00000353957.3
ENSG00000189042	ENSP00000467712.1
ENSG00000189042	ENSP00000467379.1
ENSG00000189042	ENSP00000466458.1
ENSG00000189042	ENSP00000468750.1
ENSG00000083457	
ENSG00000083457	ENSP00000263087.4
ENSG00000083457	ENSP00000467977.1
ENSG00000204351	ENSP00000513453.1
ENSG00000204351	
ENSG00000204351	ENSP00000420332.2
ENSG00000204351	ENSP00000513454.1
ENSG00000204351	ENSP00000417586.2
ENSG00000204351	ENSP00000419905.1
ENSG00000204351	ENSP00000513455.1
ENSG00000204351	ENSP00000513456.1
ENSG00000204351	ENSP00000513457.1
ENSG00000204351	ENSP00000513458.1
ENSG00000204351	ENSP00000420470.1
ENSG00000204351	ENSP00000364543.2
ENSG00000225328	
ENSG00000272333	ENSP00000501283.1
ENSG00000272333	ENSP00000510535.1
ENSG00000272333	ENSP00000398837.2
ENSG00000272333	ENSP00000509289.1
ENSG00000272333	ENSP00000509761.1
ENSG00000272333	ENSP00000510398.1
ENSG00000272333	
ENSG00000272333	ENSP00000501039.2
ENSG00000272333	ENSP00000508560.1
ENSG00000272333	ENSP00000510117.1
ENSG00000272333	ENSP00000509503.1
ENSG00000272333	ENSP00000509152.1
ENSG00000272333	ENSP00000508504.1
ENSG00000272333	ENSP00000510450.1
ENSG00000272333	ENSP00000501076.1
ENSG00000272333	ENSP00000510651.1
ENSG00000272333	ENSP00000508674.1
ENSG00000272333	ENSP00000509384.1
ENSG00000272333	ENSP00000509779.1
ENSG00000272333	ENSP00000509970.1
ENSG00000272333	ENSP00000510775.1
ENSG00000272333	ENSP00000501226.1
ENSG00000272333	ENSP00000509532.1
ENSG00000272333	ENSP00000508975.1
ENSG00000236877	
ENSG00000227597	
ENSG00000259954	
ENSG00000198203	ENSP00000319622.5
ENSG00000198203	ENSP00000251481.6
ENSG00000198203	ENSP00000401996.1
ENSG00000198203	ENSP00000387054.1
ENSG00000198203	ENSP00000399651.2
ENSG00000198203	ENSP00000415194.1
ENSG00000198203	ENSP00000387340.2
ENSG00000198203	
ENSG00000077235	
ENSG00000077235	ENSP00000348510.4
ENSG00000077235	ENSP00000455417.1
ENSG00000077235	ENSP00000457449.1
ENSG00000077235	ENSP00000459231.1
ENSG00000077235	ENSP00000457476.1
ENSG00000077235	ENSP00000456187.1
ENSG00000089009	ENSP00000202773.9
ENSG00000089009	
ENSG00000089009	ENSP00000403172.2
ENSG00000089009	ENSP00000448570.1
ENSG00000089009	ENSP00000476161.1
ENSG00000089009	ENSP00000446883.1
ENSG00000089009	ENSP00000448067.2
ENSG00000089009	ENSP00000449486.2
ENSG00000089009	ENSP00000446859.1
ENSG00000048649	ENSP00000311513.6
ENSG00000048649	ENSP00000434509.1
ENSG00000048649	
ENSG00000048649	ENSP00000433603.1
ENSG00000048649	ENSP00000432022.1
ENSG00000048649	ENSP00000436728.1
ENSG00000048649	ENSP00000436408.1
ENSG00000048649	ENSP00000408844.2
ENSG00000259513	
ENSG00000140527	ENSP00000268130.7
ENSG00000140527	ENSP00000453971.1
ENSG00000140527	ENSP00000453022.1
ENSG00000140527	
ENSG00000304961	
ENSG00000304971	
ENSG00000305003	
ENSG00000177602	ENSP00000325290.4
ENSG00000233144	
ENSG00000305028	
ENSG00000305032	
ENSG00000184557	ENSP00000330341.2
ENSG00000184557	ENSP00000464727.1
ENSG00000305036	
ENSG00000305068	
ENSG00000305071	
ENSG00000305098	
ENSG00000144791	
ENSG00000144791	ENSP00000394537.1
ENSG00000144791	ENSP00000273317.4
ENSG00000243870	
ENSG00000231422	
ENSG00000087157	
ENSG00000087157	ENSP00000475797.1
ENSG00000087157	ENSP00000465278.1
ENSG00000087157	ENSP00000262764.5
ENSG00000087157	ENSP00000465908.1
ENSG00000087157	ENSP00000468431.1
ENSG00000087157	ENSP00000467804.1
ENSG00000087157	ENSP00000466219.1
ENSG00000087157	ENSP00000465266.1
ENSG00000087157	ENSP00000467569.1
ENSG00000087157	ENSP00000467719.1
ENSG00000305116	
ENSG00000290014	
ENSG00000271586	
ENSG00000305121	
ENSG00000233642	
ENSG00000105953	ENSP00000398576.2
ENSG00000105953	ENSP00000388084.2
ENSG00000105953	ENSP00000392878.1
ENSG00000105953	ENSP00000411830.1
ENSG00000105953	ENSP00000222673.5
ENSG00000105953	ENSP00000388183.1
ENSG00000105953	ENSP00000414662.1
ENSG00000105953	
ENSG00000289527	
ENSG00000305153	
ENSG00000305161	
ENSG00000305167	
ENSG00000305219	
ENSG00000305242	
ENSG00000305321	
ENSG00000289954	
ENSG00000305405	
ENSG00000305416	
ENSG00000305433	
ENSG00000305440	
ENSG00000229515	
ENSG00000271335	
ENSG00000163823	ENSP00000296140.3
ENSG00000259561	
ENSG00000206590	
ENSG00000259441	
ENSG00000166106	ENSP00000299164.2
ENSG00000236736	
ENSG00000188095	ENSP00000452998.1
ENSG00000188095	
ENSG00000188095	ENSP00000342392.3
ENSG00000121807	
ENSG00000121807	ENSP00000399285.2
ENSG00000121807	ENSP00000396736.1
ENSG00000121807	ENSP00000383681.2
ENSG00000305475	
ENSG00000305492	
ENSG00000305493	
ENSG00000285955	
ENSG00000166825	ENSP00000502886.1
ENSG00000166825	ENSP00000300060.6
ENSG00000166825	ENSP00000453413.2
ENSG00000166825	ENSP00000452934.2
ENSG00000166825	
ENSG00000166825	ENSP00000453545.1
ENSG00000166825	ENSP00000453405.1
ENSG00000121797	
ENSG00000121797	ENSP00000381994.3
ENSG00000121797	ENSP00000349967.4
ENSG00000121797	ENSP00000383677.3
ENSG00000121797	ENSP00000414957.1
ENSG00000121797	ENSP00000383678.2
ENSG00000305527	
ENSG00000171680	
ENSG00000171680	ENSP00000502815.1
ENSG00000171680	ENSP00000441445.1
ENSG00000171680	ENSP00000383704.1
ENSG00000171680	ENSP00000366954.1
ENSG00000171680	ENSP00000344570.5
ENSG00000171680	ENSP00000366957.3
ENSG00000171680	ENSP00000502684.1
ENSG00000171680	ENSP00000366977.2
ENSG00000171680	ENSP00000366961.1
ENSG00000171680	ENSP00000383706.4
ENSG00000171680	ENSP00000500749.1
ENSG00000171680	ENSP00000366969.4
ENSG00000171680	ENSP00000501925.1
ENSG00000171680	ENSP00000502132.1
ENSG00000171680	ENSP00000439625.2
ENSG00000171680	ENSP00000501611.1
ENSG00000171680	ENSP00000502459.1
ENSG00000171680	ENSP00000502687.1
ENSG00000171680	ENSP00000502810.1
ENSG00000171680	ENSP00000501842.1
ENSG00000230720	
ENSG00000305605	
ENSG00000305625	
ENSG00000183378	ENSP00000501258.1
ENSG00000183378	ENSP00000484497.2
ENSG00000183378	ENSP00000484790.1
ENSG00000183378	
ENSG00000305626	
ENSG00000305641	
ENSG00000305675	
ENSG00000290439	
ENSG00000261209	
ENSG00000283646	
ENSG00000271070	
ENSG00000198075	
ENSG00000198075	ENSP00000272452.2
ENSG00000198075	ENSP00000387225.3
ENSG00000283473	ENSP00000491838.2
ENSG00000200063	
ENSG00000177042	ENSP00000380646.4
ENSG00000177042	ENSP00000476563.3
ENSG00000177042	ENSP00000380648.4
ENSG00000177042	ENSP00000436199.3
ENSG00000177042	
ENSG00000177042	ENSP00000475039.2
ENSG00000204278	ENSP00000466793.1
ENSG00000204278	ENSP00000402790.2
ENSG00000204278	ENSP00000466430.2
ENSG00000204278	ENSP00000513302.1
ENSG00000204278	ENSP00000513303.1
ENSG00000204278	ENSP00000447766.3
ENSG00000183625	
ENSG00000183625	ENSP00000350003.2
ENSG00000183625	ENSP00000441600.1
ENSG00000183625	ENSP00000389336.1
ENSG00000183625	ENSP00000379271.2
ENSG00000183625	ENSP00000401822.1
ENSG00000183625	ENSP00000379273.2
ENSG00000254183	
ENSG00000255206	
ENSG00000286946	
ENSG00000305692	
ENSG00000254150	
ENSG00000305746	
ENSG00000135945	ENSP00000377091.3
ENSG00000135945	ENSP00000258428.3
ENSG00000135945	ENSP00000416274.1
ENSG00000135945	
ENSG00000135945	ENSP00000404213.1
ENSG00000135945	ENSP00000414875.1
ENSG00000248720	
ENSG00000264765	
ENSG00000166363	ENSP00000299454.4
ENSG00000171014	ENSP00000305970.2
ENSG00000264359	
ENSG00000250290	
ENSG00000231458	
ENSG00000186119	ENSP00000335025.4
ENSG00000240919	
ENSG00000179295	
ENSG00000179295	ENSP00000491593.2
ENSG00000179295	ENSP00000509272.1
ENSG00000179295	ENSP00000510628.1
ENSG00000179295	ENSP00000508953.1
ENSG00000179295	ENSP00000508503.1
ENSG00000179295	ENSP00000376376.1
ENSG00000179295	ENSP00000509536.1
ENSG00000179295	ENSP00000340944.3
ENSG00000179295	ENSP00000489597.1
ENSG00000179295	ENSP00000437013.1
ENSG00000179295	ENSP00000489541.1
ENSG00000150261	ENSP00000279783.2
ENSG00000170160	
ENSG00000170160	ENSP00000344740.5
ENSG00000170160	ENSP00000382215.1
ENSG00000170160	ENSP00000513304.1
ENSG00000170160	ENSP00000353685.5
ENSG00000170160	ENSP00000353717.8
ENSG00000170160	ENSP00000398774.3
ENSG00000172154	ENSP00000303864.2
ENSG00000229227	
ENSG00000178358	ENSP00000320560.3
ENSG00000012223	ENSP00000231751.4
ENSG00000012223	ENSP00000405719.2
ENSG00000012223	ENSP00000405546.1
ENSG00000012223	ENSP00000397427.1
ENSG00000012223	
ENSG00000012223	ENSP00000395234.1
ENSG00000012223	ENSP00000508000.1
ENSG00000172459	ENSP00000485240.1
ENSG00000181195	ENSP00000430268.1
ENSG00000181195	
ENSG00000181195	ENSP00000324248.3
ENSG00000181195	ENSP00000400894.2
ENSG00000181195	ENSP00000428012.1
ENSG00000181195	ENSP00000429326.1
ENSG00000181195	ENSP00000430592.1
ENSG00000181961	ENSP00000325128.2
ENSG00000166736	ENSP00000424189.2
ENSG00000166736	ENSP00000347754.2
ENSG00000166736	ENSP00000364648.2
ENSG00000166736	ENSP00000424776.2
ENSG00000166736	ENSP00000423653.1
ENSG00000166736	ENSP00000299961.4
ENSG00000166736	
ENSG00000305766	
ENSG00000305768	
ENSG00000305771	
ENSG00000305773	
ENSG00000272430	
ENSG00000305784	
ENSG00000305803	
ENSG00000248717	
ENSG00000305804	
ENSG00000236791	
ENSG00000305807	
ENSG00000207290	
ENSG00000238035	
ENSG00000305816	
ENSG00000236373	
ENSG00000174456	
ENSG00000174456	ENSP00000480634.2
ENSG00000174456	ENSP00000498851.1
ENSG00000274553	
ENSG00000287479	
ENSG00000261368	
ENSG00000269983	
ENSG00000256925	
ENSG00000254132	
ENSG00000251544	
ENSG00000251340	
ENSG00000232578	
ENSG00000305864	
ENSG00000203497	
ENSG00000258112	
ENSG00000133302	ENSP00000265140.5
ENSG00000133302	ENSP00000424232.1
ENSG00000133302	
ENSG00000133302	ENSP00000425022.1
ENSG00000133302	ENSP00000430335.1
ENSG00000182307	ENSP00000330361.6
ENSG00000182307	
ENSG00000182307	ENSP00000497694.1
ENSG00000182307	ENSP00000497608.1
ENSG00000182307	ENSP00000496962.1
ENSG00000182307	ENSP00000497427.1
ENSG00000125084	ENSP00000293549.3
ENSG00000230417	
ENSG00000173588	ENSP00000447094.1
ENSG00000173588	ENSP00000380911.4
ENSG00000173588	ENSP00000344655.5
ENSG00000173588	
ENSG00000173588	ENSP00000447783.1
ENSG00000173588	ENSP00000448913.1
ENSG00000173588	ENSP00000447449.1
ENSG00000157823	ENSP00000338777.4
ENSG00000157823	ENSP00000394170.2
ENSG00000157823	
ENSG00000157823	ENSP00000453223.1
ENSG00000157823	ENSP00000453852.1
ENSG00000157823	ENSP00000452862.1
ENSG00000157823	ENSP00000454027.1
ENSG00000157823	ENSP00000453380.1
ENSG00000157823	ENSP00000453288.1
ENSG00000157823	ENSP00000481434.1
ENSG00000122515	ENSP00000409648.1
ENSG00000122515	ENSP00000311778.4
ENSG00000122515	ENSP00000415501.1
ENSG00000122515	ENSP00000406820.1
ENSG00000122515	ENSP00000414723.1
ENSG00000122515	
ENSG00000122515	ENSP00000396601.1
ENSG00000122515	ENSP00000265346.7
ENSG00000224812	
ENSG00000278897	
ENSG00000196646	ENSP00000403707.1
ENSG00000196646	ENSP00000388759.1
ENSG00000196646	ENSP00000498578.1
ENSG00000196646	ENSP00000344162.4
ENSG00000196646	ENSP00000397176.1
ENSG00000196646	
ENSG00000249175	
ENSG00000266302	ENSP00000440655.2
ENSG00000243806	
ENSG00000276514	
ENSG00000185261	ENSP00000506760.1
ENSG00000185261	ENSP00000515512.1
ENSG00000185261	ENSP00000424618.2
ENSG00000185261	
ENSG00000185261	ENSP00000331385.6
ENSG00000047578	
ENSG00000047578	ENSP00000261588.4
ENSG00000047578	ENSP00000454884.1
ENSG00000047578	ENSP00000455380.1
ENSG00000047578	ENSP00000483214.1
ENSG00000252446	
ENSG00000276088	
ENSG00000226478	
ENSG00000266129	
ENSG00000264673	
ENSG00000288235	
ENSG00000264729	
ENSG00000229749	
ENSG00000283033	
ENSG00000289729	
ENSG00000158955	ENSP00000458192.1
ENSG00000158955	ENSP00000290015.2
ENSG00000158955	ENSP00000377105.2
ENSG00000004777	
ENSG00000004777	ENSP00000368227.5
ENSG00000004777	ENSP00000465411.2
ENSG00000004777	ENSP00000007510.6
ENSG00000004777	ENSP00000320038.4
ENSG00000004777	ENSP00000467844.2
ENSG00000230229	
ENSG00000223462	
ENSG00000113648	
ENSG00000113648	ENSP00000423563.1
ENSG00000113648	ENSP00000302572.4
ENSG00000113648	ENSP00000508931.1
ENSG00000113648	ENSP00000510509.1
ENSG00000113648	ENSP00000310169.4
ENSG00000113648	ENSP00000423718.1
ENSG00000113648	ENSP00000415121.2
ENSG00000113648	ENSP00000424971.1
ENSG00000113648	ENSP00000515857.1
ENSG00000273306	
ENSG00000230393	
ENSG00000210709	
ENSG00000196604	ENSP00000386786.2
ENSG00000196604	ENSP00000355012.6
ENSG00000250021	ENSP00000381377.3
ENSG00000250021	ENSP00000453100.1
ENSG00000250021	ENSP00000453637.1
ENSG00000250021	
ENSG00000305926	
ENSG00000170439	ENSP00000377796.3
ENSG00000229543	
ENSG00000234504	
ENSG00000255298	ENSP00000493127.1
ENSG00000255298	ENSP00000493069.1
ENSG00000108433	ENSP00000491979.1
ENSG00000108433	ENSP00000492736.1
ENSG00000108433	ENSP00000491946.1
ENSG00000108433	ENSP00000491135.1
ENSG00000108433	ENSP00000492669.1
ENSG00000108433	ENSP00000225567.4
ENSG00000108433	
ENSG00000108433	ENSP00000394559.3
ENSG00000108433	ENSP00000461673.2
ENSG00000108433	ENSP00000492396.1
ENSG00000108433	ENSP00000461784.2
ENSG00000108433	ENSP00000491396.1
ENSG00000108433	ENSP00000492830.1
ENSG00000108433	ENSP00000492607.1
ENSG00000108433	ENSP00000491253.1
ENSG00000108433	ENSP00000492524.1
ENSG00000108433	ENSP00000491961.1
ENSG00000108433	ENSP00000458911.1
ENSG00000108433	ENSP00000491266.1
ENSG00000108433	ENSP00000491432.1
ENSG00000108433	ENSP00000492146.1
ENSG00000108433	ENSP00000492548.1
ENSG00000108433	ENSP00000492360.1
ENSG00000108433	ENSP00000492751.1
ENSG00000108433	ENSP00000491785.1
ENSG00000108433	ENSP00000491709.1
ENSG00000108433	ENSP00000491361.1
ENSG00000108433	ENSP00000491399.1
ENSG00000108433	ENSP00000491859.1
ENSG00000108433	ENSP00000492544.1
ENSG00000108433	ENSP00000492139.1
ENSG00000108433	ENSP00000492595.1
ENSG00000108433	ENSP00000492278.1
ENSG00000108433	ENSP00000492565.1
ENSG00000108433	ENSP00000458154.2
ENSG00000108433	ENSP00000491682.1
ENSG00000108433	ENSP00000377101.3
ENSG00000108433	ENSP00000491283.1
ENSG00000108433	ENSP00000492206.1
ENSG00000108433	ENSP00000491749.1
ENSG00000108433	ENSP00000491100.1
ENSG00000108433	ENSP00000492275.1
ENSG00000108433	ENSP00000491863.1
ENSG00000232903	
ENSG00000173157	ENSP00000374071.3
ENSG00000173157	ENSP00000447427.1
ENSG00000173157	ENSP00000448341.1
ENSG00000229183	ENSP00000367391.3
ENSG00000229183	
ENSG00000229183	ENSP00000442757.1
ENSG00000229183	ENSP00000443623.1
ENSG00000228471	
ENSG00000252223	
ENSG00000234398	
ENSG00000177483	
ENSG00000177483	ENSP00000321179.5
ENSG00000177483	ENSP00000386727.2
ENSG00000264966	
ENSG00000259677	
ENSG00000305965	
ENSG00000264796	
ENSG00000212420	
ENSG00000305972	
ENSG00000305989	
ENSG00000242498	ENSP00000350075.5
ENSG00000242498	ENSP00000453687.1
ENSG00000242498	ENSP00000453006.1
ENSG00000272037	
ENSG00000240870	
ENSG00000272692	
ENSG00000240707	
ENSG00000289126	
ENSG00000273248	
ENSG00000156795	ENSP00000287387.2
ENSG00000156795	ENSP00000430427.1
ENSG00000156795	ENSP00000497832.1
ENSG00000156795	
ENSG00000156795	ENSP00000497747.1
ENSG00000156795	ENSP00000497074.1
ENSG00000156795	ENSP00000430390.1
ENSG00000156795	ENSP00000497798.1
ENSG00000156795	ENSP00000428615.1
ENSG00000156795	ENSP00000429258.1
ENSG00000306051	
ENSG00000306073	
ENSG00000252645	
ENSG00000259273	
ENSG00000173559	
ENSG00000173559	ENSP00000310819.5
ENSG00000173559	ENSP00000403683.2
ENSG00000173559	ENSP00000307968.3
ENSG00000173559	ENSP00000387243.1
ENSG00000173559	ENSP00000501340.1
ENSG00000173559	ENSP00000501440.1
ENSG00000173559	ENSP00000501487.1
ENSG00000173559	ENSP00000501480.1
ENSG00000173559	ENSP00000501496.1
ENSG00000173559	ENSP00000501415.1
ENSG00000173559	ENSP00000390901.1
ENSG00000173559	ENSP00000386605.1
ENSG00000173559	ENSP00000397041.1
ENSG00000280377	
ENSG00000306084	
ENSG00000261736	
ENSG00000273553	
ENSG00000238176	
ENSG00000201371	
ENSG00000212382	
ENSG00000207266	
ENSG00000229981	
ENSG00000127554	ENSP00000248114.6
ENSG00000127554	ENSP00000456432.1
ENSG00000127554	ENSP00000456189.1
ENSG00000127554	
ENSG00000127554	ENSP00000455885.1
ENSG00000186513	ENSP00000492924.1
ENSG00000181785	ENSP00000493325.1
ENSG00000279486	ENSP00000493074.1
ENSG00000279486	
ENSG00000181074	ENSP00000493338.1
ENSG00000222767	
ENSG00000288601	
ENSG00000197849	ENSP00000493289.1
ENSG00000222268	
ENSG00000262038	
ENSG00000181939	ENSP00000493126.1
ENSG00000181939	ENSP00000324958.2
ENSG00000259866	
ENSG00000261336	
ENSG00000259918	
ENSG00000176900	ENSP00000369738.1
ENSG00000176900	ENSP00000322679.1
ENSG00000260497	
ENSG00000289299	
ENSG00000287125	
ENSG00000166368	ENSP00000299459.2
ENSG00000283416	
ENSG00000306122	
ENSG00000131148	ENSP00000471751.1
ENSG00000131148	ENSP00000253457.3
ENSG00000131148	ENSP00000391730.1
ENSG00000131148	
ENSG00000234736	
ENSG00000279116	ENSP00000485661.1
ENSG00000254834	ENSP00000435416.2
ENSG00000181499	ENSP00000325203.2
ENSG00000182718	ENSP00000379342.3
ENSG00000182718	ENSP00000503447.1
ENSG00000182718	ENSP00000504164.1
ENSG00000182718	ENSP00000452895.2
ENSG00000182718	ENSP00000452981.2
ENSG00000182718	ENSP00000453869.2
